name,page,house,elected,electorate,retired
"Moore, Richard Greenslade",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/7D36482EDA828BEC482577E50028A720?OpenDocument#current,MLC,29 October 1932,North-East,1936
"Moore, Samuel Joseph Fortescue",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/2E46DDBC2C890C49482577E50028A721?OpenDocument#current,MLA,24 June 1904,Irwin,1914
"Moore, Thomas James",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/9239F9862F7593DF482577E50028A722?OpenDocument#current,MLA MLC,28 April 1913,Forrest,1946
"Moore, William Dalgety",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/122513CC3ADEADA1482577E50028A724?OpenDocument#current,MLC,24 December 1890,Nominated,1894
"Moorhead, Frederick William",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/D11F064905AF0211482577E50028A725?OpenDocument#current,MLA,18 September 1899,North Murchison,1901
"Moran, Charles John",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/18780726A3EFE60D482577E50028A726?OpenDocument#current,MLA,9 July 1894,Yilgarn,1905
"Morgans, Alfred Edward",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/680EE1E1414D10C6482577E50028A727?OpenDocument#current,MLA,4 May 1897,Coolgardie,1904
"Morrison, James",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/1AA6B58B4D7FB8B5482577E50028A728?OpenDocument#current,MLC,24 December 1890,Nominated,1894
"Morton, Hon Helen Margaret",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/B4DCC7E77483FD4F48257C75001F4467?OpenDocument#current,MLC,22 May 2005,East Metropolitan,2017
"Morton, Mr Nathan Wray",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/76D6741C79E23C6E48257D230007FAED?OpenDocument#current,MLA,9 March 2013,Forrestfield,2017
"Moss, Matthew Lewis",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/560A972246D8EFF5482577E50028A72A?OpenDocument#current,MLA MLC,22 May 1895,North Fremantle,1914
"Mubarakai, Mr Yaz",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/E3AA2029B41C8852482580E500271CA5?OpenDocument#current,MLA,11 March 2017,Jandakot,
"Mullany, John Francis",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/C0C16134D697372B482577E50028A72C?OpenDocument#current,MLA,3 October 1911,Menzies,1924
"Munsie, Selby Walter",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/DA698C06095EB249482577E50028A72D?OpenDocument#current,MLA,3 October 1911,Hannans,1938
"Murphy, William Alfred",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/FE5C0DBB73C2F16E482577E50028A72E?OpenDocument#current,MLA,9 June 1910,Fremantle,1911
"Murray, James",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/3A534560D6EAAA57482577E50028A72F?OpenDocument#current,MLC,2 June 1951,South-West,1965
"Murray, Mr Michael (Mick) Philip",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/5E5AB5A514B8843848257C75001F50E2?OpenDocument#current,MLA,10 February 2001,Collie-Preston,
"Nahan, Dr Michael (Mike) Dennis",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/EA09E2BBCD82B15D48257C8B0015B501?OpenDocument#current,MLA,6 September 2008,Riverton,
"Nairn, William Ralph",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/A3EE6855C5328297482577E50028A732?OpenDocument#current,MLA,21 October 1914,Swan,1921
"Nalder, Cambell Crawford",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/317994BE16AA264A482577E50028A733?OpenDocument#current,MLA,8 February 1986,Narrogin,1987
"Nalder, Crawford David",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/247629F461409187482577E50028A734?OpenDocument#current,MLA,15 March 1947,Wagin,1974
"Nalder, Mr Dean Cambell",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/779A1F9312BB67C448257DF8001CCE20?OpenDocument#current,MLA,9 March 2013,Bateman,
"Nanovich, Michael",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/0753CAC18619B065482577E50028A735?OpenDocument#current,MLA,30 March 1974,Toodyay,1983
"Nanson, John Leighton",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/EECBF69BE1963F03482577E50028A736?OpenDocument#current,MLA,24 April 1901,Murchison,1914
"Nathan, Charles Samuel",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/242B9788862613DD482577E50028A737?OpenDocument#current,MLC,11 January 1930,Metropolitan-Suburban,1934
"Needham, Edward",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/9676532A42027BDF482577E50028A738?OpenDocument#current,MLA,28 June 1904,Fremantle,1953
"Nelson, Wallace Alexander",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/E870E9DEF1DC8DD5482577E50028A739?OpenDocument#current,MLA,24 June 1904,Hannans,1905
"Nevill, Hon Mark Warriedar",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/67DEB459AC90C495482577E50028A73A?OpenDocument#current,MLC,22 May 1983,South-East; Mining and Pastoral,2001
"Newman, Edward",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/04E20242A144DCCF48257E5E00289D55?OpenDocument#current,MLC,May 1870,Fremantle,1872
"Newton, John Verdun",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/61CDB723B6975EBD482577E50028A73B?OpenDocument#current,MLA,20 November 1943,Greenough,1943
"Nicholls, Mr Roger Keith",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/2FDA09DF42005462482577E50028A73C?OpenDocument#current,MLA,4 February 1989,Mandurah,2001
"Nicholson, John",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/56314DAEBCA582E5482577E50028A73D?OpenDocument#current,MLC,23 March 1918,Metropolitan,1941
"Nimmo, Leslie Charles",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/52F4953EDDE2A5FD482577E50028A73E?OpenDocument#current,MLA,15 March 1947,Mount Hawthorn,1968
"Nixon, Hon Murray Davidson",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/7E82F1919739020C482577E50028A73F?OpenDocument#current,MLC,22 May 1993,Agricultural,2001
"Norberger, Mr Jan-Henrik (Jan)",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/C175008EBABAD3B648257D230008AFAA?OpenDocument#current,MLA,9 March 2013,Joondalup,2017
"North, Charles Frederic John",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/2556BFE673E854C5482577E50028A740?OpenDocument#current,MLA,22 March 1924,Claremont,1956
"Norton, Daniel",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/B22EAE75FD0DC225482577E50028A741?OpenDocument#current,MLA,14 February 1953,Gascoyne,1974
"Nulsen, Emil",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/1505EFE5E4917C5C482577E50028A742?OpenDocument#current,MLA,25 June 1932,Kanowna,1953
"O'Brien, Bartholomew Cornelius* (Con)",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/4BDAAD723F2731B1482577E50028A745?OpenDocument#current,MLC,30 January 1901,Central,1914
"O'Brien, Everard McDonnell",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/4E6B45F7917A7DF5482577E50028A746?OpenDocument#current,MLA,8 November 1952,Murchison,1959
"O'Brien, Hon Simon McDonnell",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/2944BA368550FFEA48257C75001F5D83?OpenDocument#current,MLC,22 May 1997,South Metropolitan,
"O'Connor, Michael",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/5E65F39CAF538030482577E50028A748?OpenDocument#current,MLA,24 April 1901,Moore,1904
"O'Connor, Raymond James",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/54F8A43273344FC1482577E50028A749?OpenDocument#current,MLA,21 March 1959,North Perth,1984
"O'Donnell, Mr Kyran Martin",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/D1264DE76168D374482580EA0020F6E4?OpenDocument#current,MLA,11 March 2017,Kalgoorlie,
"O'Gorman, Mr Anthony (Tony) Patrick",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/B066C0A3220F13B4482577E50028A74A?OpenDocument#current,MLA,10 February 2001,Joondalup,2013
"O'Loghlen, Peter Laurence",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/836F1F019482E24C482577E50028A751?OpenDocument#current,MLA,11 September 1908,Forrest,1923
"O'Malley, Mrs Lisa Margaret",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/FB839A2983B81B00482580E50024C51C?OpenDocument#current,MLA,11 March 2017,Bicton,
"O'Neil, Desmond Henry",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/F2A0E63BA00EEEF1482577E50028A753?OpenDocument#current,MLA,21 March 1959,Canning; East Melville,1980
"Oats, William",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/2629822619CAE79A482577E50028A743?OpenDocument#current,MLA MLC,4 May 1897,Yilgarn,1904
"Old, Richard Charles",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/6A486A6D497A4A7D482577E50028A74B?OpenDocument#current,MLA,30 March 1974,Katanning,1986
"Oldfield, Edward Peate",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/2A8C438E73F1CC26482577E50028A74C?OpenDocument#current,MLA,17 February 1951,Maylands,1965
"Oldham, Charles Henry",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/90683EE043D498B6482577E50028A74D?OpenDocument#current,MLA,5 May 1897,North Perth,1900
"Oliver, Cecil Thompson",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/99CDA6B29DBB0313482577E50028A74E?OpenDocument#current,MLA,4 December 1948,Boulder,1951
"Oliver, Oscar (Neil) Blackburne",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/207BD8123721A710482577E50028A74F?OpenDocument#current,MLC,22 May 1977,West,1989
"Olney, Howard William",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/134A82F785DBDC26482577E50028A750?OpenDocument#current,MLC,22 May 1980,South Metropolitan,1981
"Omodei, Mr Paul Domenic",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/03025AE46EFFD49C482577E50028A752?OpenDocument#current,MLA,4 February 1989,Warren; Warren-Blackwood,2008
"Onslow, Alexander Campbell",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/7173837EE68A8C8D48257E5E0028CC17?OpenDocument#current,MLC,21 March 1881,Nominated,1883
"Osborn, Henry",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/0402C838A70B502C482577E50028A754?OpenDocument#current,MLA,11 September 1908,Roebourne,1911
"Osborne, Mr Ian Frederick",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/59AE6AC64CA2161D482577E50028A755?OpenDocument#current,MLA,6 February 1993,Bunbury,2001
"Owen, Raymond Cecil",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/FABDE592B2B10CBD482577E50028A756?OpenDocument#current,MLA,29 April 1944,Swan,1965
"Padbury, Walter",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/BE38BFA10AFB304248257E5E0028DCD9?OpenDocument#current,MLC,31 December 1872,Swan,1877
"Panton, Alexander Hugh",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/5CB7D26ECC547481482577E50028A757?OpenDocument#current,MLC,5 July 1919,West,1951
"Papalia, Mr Paul",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/F4465E49988FDC6B48257C77001E54B7?OpenDocument#current,MLA,3 February 2007,Warnbro,
"Parker, David Charles",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/6C8674ACD7FF2EE0482577E50028A759?OpenDocument#current,MLA,23 February 1980,Fremantle,1990
"Parker, Hubert Stanley Wyborn",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/17E7B8F9C01843A1482577E50028A75A?OpenDocument#current,MLA MLC,22 May 1954,North-East Fremantle,1954
"Parker, Mrs Rhonda Kathleen",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/F3D377A915F4ADCE482577E50028A75C?OpenDocument#current,MLA,10 September 1994,Helena,2001
"Parker, Stephen Henry",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/51242AB1E695AD64482577E50028A75D?OpenDocument#current,MLC,22 May 1878,Nominated,1900
"Parker, Stephen Stanley",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/B8D948DCC43CB0A348257E5E0028F0E1?OpenDocument#current,MLC,25 July 1876,Nominated,1885
"Parsons, Harold George",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/2DD2782237846661482577E50028A75F?OpenDocument#current,MLC,29 June 1897,North-East,1900
"Paterson, William",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/ABD46B5C66BEB1BC482577E50028A760?OpenDocument#current,MLA,3 December 1890,Murray,1895
"Patrick, William",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/1996D488897ACB6C482577E50028A762?OpenDocument#current,MLC,30 May 1904,Central,1916
"Patrick, William",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/C8D205B26C020BDE482577E50028A761?OpenDocument#current,MLA,12 April 1930,Greenough,1943
"Patterson, Hon Muriel Grace",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/87644338046B6872482577E50028A763?OpenDocument#current,MLC,22 May 1989,South-West,2001
"Pearce, Robert John",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/E524A6AFE3AEFA8C482577E50028A764?OpenDocument#current,MLA,19 February 1977,Gosnells,1993
"Pearse, William Silas",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/19D0BB26B55F573A482577E50028A765?OpenDocument#current,MLC MLA,5 December 1890,North Fremantle,1895
"Pendal, Mr Phillip George",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/9A126C321AE04112482577E50028A766?OpenDocument#current,MLC MLA,22 May 1980,South-East Metropolitan,2005
"Pennefather, Richard William",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/F2787FDF5BA4EF82482577E50028A768?OpenDocument#current,MLA MLC,3 May 1897,Greenough,1914
"Perkins, Charles Collier",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/D3330F8E2962BF26482577E50028A76A?OpenDocument#current,MLA,21 November 1942,York,1961
"Perry, Thomas Oswald",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/71405859E71B2521482577E50028A76B?OpenDocument#current,MLC,22 May 1965,Lower Central,1977
"Pham, Hon Batong Vu",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/FE99D9885FF0C31F48257ACB002BC43B?OpenDocument#current,MLC,29 November 2007,East Metropolitan,2009
"Phillips, Samuel James",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/A757DE5CD25130DF482577E50028A76C?OpenDocument#current,MLA,27 November 1890,Irwin,1904
"Phillips, Samuel Pole",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/268C80DCC0CBD73748257E5E00290252?OpenDocument#current,MLC,June 1857,Non-official Nominated,1872
"Piantadosi, Hon Samuel Mathew",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/399A5EF5CEB15775482577E50028A76D?OpenDocument#current,MLC,22 May 1983,North Central Metropolitan,1996
"Pickering, William George",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/267B12C0B6CB3C21482577E50028A76E?OpenDocument#current,MLA,29 September 1917,Sussex,1924
"Piesse, Alfred Napoleon",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/3F0643AA43491CE1482577E50028A770?OpenDocument#current,MLA,3 October 1911,Toodyay,1924
"Piesse, Arnold Edmund",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/0D1E04E27312DE3C482577E50028A771?OpenDocument#current,MLA,4 November 1909,Katanning,1935
"Piesse, Charles Austin",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/F5EE302F77A0EA4E482577E50028A772?OpenDocument#current,MLC,16 July 1894,South-East,1914
"Piesse, Frederick Henry",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/43596845CCAF07A0482577E50028A773?OpenDocument#current,MLA,2 December 1890,Williams,1909
"Piesse, Harold Vivian",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/0AA77266F501774C482577E50028A774?OpenDocument#current,MLC,26 September 1931,South-West,1944
"Piesse, Winifred Margaret",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/B55B47AF647FFA27482577E50028A775?OpenDocument#current,MLC,22 May 1977,Lower Central,1983
"Pigott, Sydney Capel",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/F059723F1E08EB59482577E50028A776?OpenDocument#current,MLA,23 July 1901,West Kimberley,1904
"Pike, Robert Gerald",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/1EA444DAAA9EE89B482577E50028A777?OpenDocument#current,MLC,22 May 1977,North Metropolitan,1994
"Pilkington, Robert Rivington",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/A712371602276639482577E50028A778?OpenDocument#current,MLA,22 July 1917,Perth,1921
"Porter, Mr Charles (Christian) Christian",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/268C2F2A2B3093144825790A0012ACD8?OpenDocument#current,MLA,23 February 2008,Murdoch; Bateman,2013
"Potter, George",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/F1FBDFD10B2BD5F7482577E50028A779?OpenDocument#current,MLC,22 May 1922,West,1928
"Potter, Percival George Charles",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/D50ECA51351BB28A482577E50028A77A?OpenDocument#current,MLA,7 April 1956,Subiaco,1959
"Pratt, Ian George",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/B2A56C0FC5F54F3D482577E50028A77B?OpenDocument#current,MLC,22 May 1974,Lower West,1986
"Pratt, Louise Clare",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/5DB30AFF6D1A8D84482577E50028A77C?OpenDocument#current,MLC,22 May 2001,East Metropolitan,2007
"Price, James",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/E59641166DA7D476482577E50028A77D?OpenDocument#current,MLA,27 October 1905,Fremantle,1910
