name,page,house,elected,electorate,retired
"Lawrence, Phillip Richard",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/9276DB1BF6999CA5482577E50028A6AE?OpenDocument#current,MLA,14 July 1951,South Fremantle,1960
"Layman, Charles Henry",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/88E75C0571CC1A73482577E50028A6AF?OpenDocument#current,MLA,28 June 1904,Nelson,1914
"Layman, George",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/DF53F82430B248C748257E5E0027E76B?OpenDocument#current,MLC,31 October 1884,Vasse,1888
"Leadbetter, Hon William (Bill) Lewis",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/E6EB4F48A297DD14482580FE0016425C?OpenDocument#current,MLC,4 April 2017,East Metropolitan,2017
"Leahy, David Joseph",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/352EAC1F69FFEACF482577E50028A6B0?OpenDocument#current,MLA,23 April 1938,Hannans,1948
"Leahy, Hon Kevin John",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/347707DAD5C70E88482577E50028A6B1?OpenDocument#current,MLA MLC,4 February 1989,Northern Rivers; Mining and Pastoral,2005
"Leake, George",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/BF2E4F36B74D55EA482577E50028A6B3?OpenDocument#current,MLC MLA,7 September 1886,Roebourne,1902
"Leake, George Walpole",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/C643A858C9E0FCB7482577E50028A6B4?OpenDocument#current,MLC,24 December 1890,Nominated,1894
"Leake, Luke Samuel",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/202002014D9DAB4B48257E5E0027F56A?OpenDocument#current,MLC,19 October 1870,Perth,1886
"Lee Steere, James George",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/441D10D9F166DEBC482577E50028A7D9?OpenDocument#current,MLA,28 November 1890,"Wellington, Swan, Nelson",1903
"Leeson, Ronald Thomas",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/2A329755B44ADD83482577E50028A6B5?OpenDocument#current,MLC,22 May 1971,South-East,1983
"Lefroy, Anthony O’Grady",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/C9BFBFD9FAC7DE4E48257E5E00281CAA?OpenDocument#current,MLC,24 November 1875,,1877
"Lefroy, Henry Bruce",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/B5C041C1A4E9CF50482577E50028A6B6?OpenDocument#current,MLA,2 August 1892,Moore,1921
"Leslie, Hugh Alan",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/93AE6A38EE7FA659482577E50028A6B7?OpenDocument#current,MLA,20 November 1943,Mount Marshall,1949
"Lewis, Alexander Ashley",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/9D9834802AE509D3482577E50028A6B9?OpenDocument#current,MLA,16 December 1972,Blackwood,1989
"Lewis, Charles Joseph Moore",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/986ECCA6BA09AEB6482577E50028A6BA?OpenDocument#current,MLA,3 October 1911,Canning,1914
"Lewis, Edgar Henry Mead",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/ABD05D97C592F485482577E50028A6BB?OpenDocument#current,MLA,20 September 1958,Moore,1974
"Lewis, Mr Kennon (Richard) Richard",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/22099365D8FEFDE3482577E50028A6BC?OpenDocument#current,MLA,8 February 1986,East Melville,1996
"Lewis, Hon Mark William",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/4D94FEE5BA1FBFFF48257D2300036638?OpenDocument#current,MLC,5 April 2013,Mining and Pastoral,2017
"Lightfoot, Hon Philip (Ross) Ross",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/8C3EE130AE65992A482577E50028A6BD?OpenDocument#current,MLA MLC,8 February 1986,Murchison-Eyre; North Metropolitan,1997
"Lindsay, John (Canaan)",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/900C70C7527FCAA7482577E50028A6BF?OpenDocument#current,MLA,22 March 1924,Toodyay,1933
"Llewellyn, Hon Paul Vincent",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/D64E3404BE3E683D482577E50028A6C0?OpenDocument#current,MLC,22 May 2005,South West,2009
"Locke, Ernest Charles Bavage",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/4558078E1BD8A1B5482577E50028A6C1?OpenDocument#current,MLA,3 May 1897,Sussex,1901
"Lockyer, Hon Philip Harry",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/AA0E69ED72A67761482577E50028A6C2?OpenDocument#current,MLC,22 May 1980,Lower North,1997
"Logan, Hon Francis (Fran) Michael",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/EBA68CD8ADD437AA48257C75001ED760?OpenDocument#current,MLA,10 February 2001,Cockburn,
"Logan, Leslie Arthur",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/AE0F75AA86261FB9482577E50028A6C4?OpenDocument#current,MLC,12 April 1947,Central,1974
"Logue, Major",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/41046F33916388D248257E5E00282E9C?OpenDocument#current,MLC,11 October 1870,Geraldton,1874
"Loton, Anthony Lloyd",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/D9487A0F47F8C89F482577E50028A6C5?OpenDocument#current,MLC,18 November 1944,South-East,1965
"Loton, William Thorley",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/A5A2E4C801A2653D482577E50028A6C6?OpenDocument#current,MLA MLC,12 December 1890,Swan,1908
"Love, Mr Ronald (Shane) Shane",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/4321C6314615AF6548257D23000571AC?OpenDocument#current,MLA,9 March 2013,Moore,
"Lovekin, Arthur",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/CEBD63020174FCED482577E50028A6C8?OpenDocument#current,MLC,15 November 1919,Metropolitan,1931
"Lukin, Henry (Harbottle)",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/C26A37038D75DD06482577E50028A6C9?OpenDocument#current,MLC,11 July 1899,East,1901
"Lutey, John Thomas",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/CEF2AA18050D65C1482577E50028A6CA?OpenDocument#current,MLA,19 August 1916,Brown Hill-Ivanhoe,1932
"Lynch, Patrick Joseph",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/1557BE77D2F96AAE482577E50028A6CB?OpenDocument#current,MLA,24 June 1904,Mount Leonora,1937
"Lynn, Robert John",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/688DEA2B5F6D0FC1482577E50028A6CC?OpenDocument#current,MLC,22 May 1912,West,1924
"MacFarlane, James (Mortimer) Patterson",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/897552EBD39F397E482577E50028A6CD?OpenDocument#current,MLC,22 May 1922,Metropolitan,1942
"MacKay, Donald McDonald",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/CAA790529B05BBC5482577E50028A6CE?OpenDocument#current,MLC,27 July 1896,North,1902
"MacKinnon, Barry John",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/FF43147DDA55A3BC482577E50028A6CF?OpenDocument#current,MLA,19 February 1977,Murdoch: Jandakot,1993
"MacKinnon, Graham Charles",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/240E3A049B4EFE96482577E50028A6D0?OpenDocument#current,MLC,22 May 1956,South-West,1986
"MacLaren, Hon Lynn Ellen",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/2F1D570F60FF396248257C75001EE86B?OpenDocument#current,MLC,15 February 2005,South Metropolitan,2017
"MacLean, Mr Iain Douglas",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/9021157B9DD6DFF0482577E50028A6D2?OpenDocument#current,MLC MLA,14 December 1996,North Metropolitan; Wanneroo,2001
"MacTiernan, Hon Alannah Joan Geraldine",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/A26D12F9422D4564482577E50028A6D4?OpenDocument#current,MLC MLA,22 May 1993,North Metropolitan,2010
"Male, Arthur",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/6B2E0DC60FC724F0482577E50028A6D6?OpenDocument#current,MLA,13 November 1905,Kimberley,1917
"Maley, Charles Crowther",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/A04F340D0512367E482577E50028A6D7?OpenDocument#current,MLA,12 March 1921,Irwin,1929
"Maley, Henry Kennedy",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/0652CEBE8C36D079482577E50028A6D8?OpenDocument#current,MLA,29 September 1917,Greenough,1930
"Maley, Wesley",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/D682873C56FCA6AA482577E50028A6D9?OpenDocument#current,MLC,22 May 1900,South-East,1909
"Mann, Henry Willoughby",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/E0C5C1EC33F97837482577E50028A6DA?OpenDocument#current,MLA,12 March 1921,Perth,1933
"Mann, James Isaac",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/8ACB661E5D8FD684482577E50028A6DB?OpenDocument#current,MLA,12 April 1930,Beverley,1962
"Mann, William Joseph",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/8534F2ACAD66BEB8482577E50028A6DC?OpenDocument#current,MLC,22 May 1926,South-West,1951
"Manning, Ivan Wemyss",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/76F6988A989872B5482577E50028A6DD?OpenDocument#current,MLA,25 March 1950,Harvey,1974
"Manning, William Alan",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/6C49CE52EC5732AD482577E50028A6DE?OpenDocument#current,MLA,7 April 1956,Narrogin,1974
"Margetts, Hon Diane (Dee) Elizabeth",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/B67DC789BE8335C4482577E50028A6DF?OpenDocument#current,MLC,22 May 2001,Agricultural,2005
"Marlborough, Mr Norman (Norm) Richard",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/AE7C5023B1AEE7E4482577E50028A6E0?OpenDocument#current,MLA,7 June 1986,Cockburn; Peel,2006
"Marmion, William Edward",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/57FD6C909035403648257AFC002A4386?OpenDocument#current,MLC MLA,22 November 1870,Fremantle,1896
"Marmion, Mr William (Bill) Richard",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/944D666B255AB08F48257C75001EF32B?OpenDocument#current,MLA,6 September 2008,Nedlands,
"Marshall, Mr Arthur Dix",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/407D017E17AC0C66482577E50028A6E2?OpenDocument#current,MLA,6 February 1993,Murray; Dawesville,2005
"Marshall, Frederick",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/1D87BE06FFC4C407482577E50028A6E3?OpenDocument#current,MLA,7 April 1956,Wembley Beaches,1959
"Marshall, Robert James Percival",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/6C33C1C922DB808B482577E50028A6E4?OpenDocument#current,MLA,20 February 1965,Maylands,1968
"Marshall, Thomas Henry (Harry)",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/C083B641AE25D665482577E50028A6E5?OpenDocument#current,MLC,16 July 1894,West,1959
"Marshall, William Mortimer",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/86FD80FBA5B7F9CE482577E50028A6E6?OpenDocument#current,MLA,12 March 1921,Murchison,1952
"Martin, Mrs Carol Anne",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/3E74A86FD66E45F7482577E50028A6E7?OpenDocument#current,MLA,10 February 2001,Kimberley,2013
"Marwick, Warren",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/9C0C953FF8A462F1482577E50028A6E8?OpenDocument#current,MLC,26 September 1910,East,1912
"Maslen, Dudley John",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/90C4471775389923482577E50028A6E9?OpenDocument#current,MLA,24 October 1987,Gascoyne,1989
"Mason, Clayton Turner",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/2F27890690F1EB5B48257E5E00286B59?OpenDocument#current,MLC,18 July 1884,Nominated,1885
"Masters, Mr Bernard (Bernie) Kent",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/13D8246D2E689D3F482577E50028A6EA?OpenDocument#current,MLA,14 December 1996,Vasse,2005
"Masters, Gordon Edgar",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/F7C0835AE89A08BF482577E50028A6EB?OpenDocument#current,MLC,22 May 1974,West,1989
"Matheson, Alexander Perceval",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/F65940C62067FECF482577E50028A6EC?OpenDocument#current,MLC,29 June 1897,North-East,1901
"Mattiske, Reginald Clair",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/66FFE308C79B3469482577E50028A6ED?OpenDocument#current,MLC,9 June 1956,Metropolitan,1965
"May, Donald George",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/1243F9B7615C2AD3482577E50028A6EF?OpenDocument#current,MLA,31 March 1962,Canning,1977
"May, Henry (Harry) Thomas",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/7FDDC2127D5E9113482577E50028A6EE?OpenDocument#current,MLA,17 February 1947,Collie,1968
"Mazza, Hon Ricky (Rick) John",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/039A4DEFE9E02F8248257D230006AA9A?OpenDocument#current,MLC,5 April 2013,Agricultural,
"McAleer, Margaret",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/450EF962ED756A36482577E50028A6F0?OpenDocument#current,MLC,22 May 1974,Upper West,1993
"McCallum, Alexander",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/285E89D9C68EC219482577E50028A6F1?OpenDocument#current,MLA,12 March 1921,South Fremantle,1935
"McCulloch, Herbert Alexander",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/1FEA6CC5A63985F7482577E50028A6F2?OpenDocument#current,MLA,26 February 1949,Hannans,1956
"McDonald, Francis",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/1E84470029E3E813482577E50028A6F3?OpenDocument#current,MLA,24 April 1901,Cockburn Sound,1904
"McDonald, John James",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/A10D67F450C7CA01482577E50028A6F4?OpenDocument#current,MLA,21 October 1911,Gascoyne,1914
"McDonald, Hon Laine Courtney",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/24495385B5CDF6854825804B001A2D98?OpenDocument#current,MLC,27 September 2016,North Metropolitan,2017
"McDonald, (Robert) Ross",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/AE3F6C86D4106478482577E50028A6F5?OpenDocument#current,MLA,8 April 1933,West Perth,1950
"McDowall, Charles",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/556D0F780F58E958482577E50028A6F6?OpenDocument#current,MLA,11 September 1908,Coolgardie,1916
"McGinn, Hon Kyle Owen",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/7B078E899BEED4E5482580EA0026B696?OpenDocument#current,MLC,20 April 2017,Mining and Pastoral,
"McGinty, Mr James (Jim) Andrew",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/4EE5F732BDDF74AB482577E50028A6F7?OpenDocument#current,MLA,26 May 1990,Fremantle,2009
"McGowan, Mr Mark",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/7CD32364F371062648257C75001F1B7F?OpenDocument#current,MLA,14 December 1996,Rockingham,
"McGrath, Mr John Edwin",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/31CE03BC0B1C60DD48257C75001F2128?OpenDocument#current,MLA,26 February 2005,South Perth,
"McGurk, Ms Simone Frances",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/50393DF88579776948257D23000754C2?OpenDocument#current,MLA,9 March 2013,Fremantle,
"McHale, Ms Sheila Margaret",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/3A2865C7A4E5D27E482577E50028A6FA?OpenDocument#current,MLA,14 December 1996,Thornlie,2008
"McIver, Kenneth Finlay",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/60F2D4747BD8F97C482577E50028A6FB?OpenDocument#current,MLA,23 March 1968,Northam,1986
"McKail, John",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/7B26CD590FAD149548257E5E002844DC?OpenDocument#current,MLC,18 October 1870,Albany,1871
"McKenzie, Cuthbert",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/F1EACA1EBF4AF029482577E50028A6FC?OpenDocument#current,MLC,22 May 1910,South-East,1922
"McKenzie, Fred Evan",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/BCE8402603603FB0482577E50028A6FD?OpenDocument#current,MLC,22 May 1977,East Metropolitan,1993
"McKenzie, Robert Donald",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/AB0151854838FA20482577E50028A6FE?OpenDocument#current,MLC,30 May 1904,North-East,1916
"McKernan, Hugh",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/1AC3B05ED41C7E43482577E50028A6FF?OpenDocument#current,MLC,16 July 1894,Central,1896
"McLarty, Edward",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/3C0BCD41FEB5FEEF482577E50028A700?OpenDocument#current,MLC,16 July 1894,South-West,1916
"McLarty, John Pollard",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/F51834AD6F3CAC62482577E50028A701?OpenDocument#current,MLA,28 June 1904,Murray,1909
"McLarty, (Duncan) Ross",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/EB5955AEDCFA9359482577E50028A702?OpenDocument#current,MLA,12 April 1930,Murray-Wellington,1962
"McLeod, George",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/26C30C5DF6B682D9482577E50028A703?OpenDocument#current,MLA,4 February 1914,Kalgoorlie,1914
"McNee, Mr William (Bill) John",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/389A8AD49B237E46482577E50028A704?OpenDocument#current,MLA,19 February 1983,Mount Marshall; Moore,2005
"McNeil, Thomas",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/4A6D12D8A190D83E482577E50028A705?OpenDocument#current,MLC,22 May 1977,Upper West,1989
"McNeill, Neil",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/95995DCD28AFE165482577E50028A706?OpenDocument#current,MLC,22 May 1965,Lower West,1983
"McPharlin, Walter Raymond",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/81D4AE5CCB4550BD482577E50028A707?OpenDocument#current,MLA,2 September 1967,Mount Marshall,1983
"McRae, Alexander Joseph",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/FBBEF33A8398DDFA48257E5E00285216?OpenDocument#current,MLC,23 May 1883,North,1888
"McRae, Mr Anthony (Tony) David",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/65AED2C6BE56D712482577E50028A708?OpenDocument#current,MLA,10 February 2001,Riverton,2008
"McSweeney, Hon Robyn Mary",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/F81CECCE73A1A96A48257C75001F2AE1?OpenDocument#current,MLC,22 May 2001,South West,2017
"McWilliams, George Frederick",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/58C2142A013C521A482577E50028A70A?OpenDocument#current,MLA,5 October 1901,North Perth,1904
"Medcalf, Ian George",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/7A4EBC6B319E436C482577E50028A70B?OpenDocument#current,MLC,22 May 1968,Metropolitan,1986
"Mensaros, Andrew",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/AC51BFFA3ADD74B4482577E50028A70C?OpenDocument#current,MLA,23 March 1968,Floreat,1991
"Mettam, Ms Elizabeth (Libby)",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/06B99ACB45F60CD348257D8F00299786?OpenDocument#current,MLA,18 October 2014,Vasse,
"Michael, Mr David Robert",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/CB32FF9153CD101D482580E5002363DA?OpenDocument#current,MLA,11 March 2017,Balcatta,
"Michel, Mr Kevin Joseph Jude",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/DA08273E9D7307A3482580EA0021B335?OpenDocument#current,MLA,11 March 2017,Pilbara,
"Miles, George James Gallop Warden",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/07CB893CC220D490482577E50028A70D?OpenDocument#current,MLC,18 September 1916,North,1950
"Miles, Mr Paul Terrance",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/343B56B8C1732F2148257C77001E24E7?OpenDocument#current,MLA,6 September 2008,Wanneroo,2017
"Millington, Harold",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/542FF2C4D46F74B8482577E50028A70E?OpenDocument#current,MLC MLA,21 March 1914,North-East,1947
"Millman, Mr Simon Alexander",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/0B7CDF2CB6AACD39482580E50029F5B5?OpenDocument#current,MLA,11 March 2017,Mount Lawley,
"Mills, Joshua",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/8964276BE719B2CF482577E50028A710?OpenDocument#current,MLC,22 May 1918,Central,1924
"Mills, Hon Sheila",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/C58CFB317FAF6A0D482577E50028A711?OpenDocument#current,MLC,22 May 2005,South Metropolitan,2009
"Minson, Mr Kevin John",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/2485333D3C839992482577E50028A712?OpenDocument#current,MLA,4 February 1989,Greenough,2001
"Mischin, Hon Michael",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/B7056DEA28D950BF48257C77001FEACA?OpenDocument#current,MLC,22 May 2009,North Metropolitan,
"Mitchell, Ms Andrea Ruth",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/1415D8646DE25B8448257C77001E2CD6?OpenDocument#current,MLA,6 September 2008,Kingsley,2017
"Mitchell, Clayton Clealand Bickley",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/C8B23B4D574A84D6482577E50028A713?OpenDocument#current,MLA,31 March 1962,Stirling,1971
"Mitchell, James",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/8CF3FAA75D919DD8482577E50028A715?OpenDocument#current,MLA,27 October 1905,Northam,1933
"Mitchell, Samuel",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/C23B44916DA4A7F2482577E50028A714?OpenDocument#current,MLA,26 May 1897,Murchison,1901
"Moiler, James",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/88BD31E250C306A9482577E50028A716?OpenDocument#current,MLA,20 February 1971,Toodyay,1977
"Moir, Arthur McAlister",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/391660A5D96A9FF2482577E50028A717?OpenDocument#current,MLA,14 September 1951,Boulder,1971
"Molloy, Thomas George Anstruther",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/9A6743E91BBC356E482577E50028A718?OpenDocument#current,MLA,13 January 1892,Perth,1894
"Moloney, John Daniel",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/00ED0230DAD309BD482577E50028A719?OpenDocument#current,MLA,8 April 1933,Subiaco,1936
"Money, Griffin Cant",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/A767EC4D329F46C7482577E50028A71A?OpenDocument#current,MLA,29 September 1917,Bunbury,1924
"Monger, Frederick Charles",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/C9A24CBD408297A3482577E50028A71B?OpenDocument#current,MLA,24 December 1890,York,1914
"Monger, John Henry",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/3CF5FA6587EDCD7B482577E50028A71C?OpenDocument#current,MLC,24 December 1890,Nominated,1875
"Monger, Joseph Taylor",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/864CFC2C6582FA7648257E5E0028861F?OpenDocument#current,MLC,23 June 1875,York,1880
"Montgomery, Hon Murray Scott",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/52603B25A58DAC29482577E50028A71D?OpenDocument#current,MLC,22 May 1989,South West,2001
"Moore, Newton James",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/C1C2B8C9AAD2B029482577E50028A71E?OpenDocument#current,MLA,28 June 1904,Bunbury,1911
"Moore, Hon Norman Frederick",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/6063F6DCC23387ED482577E50028A71F?OpenDocument#current,MLC,22 May 1977,Lower North; Mining and Pastoral,2013
