name,page
"ROBINSON, Matthew Edward",https://www.parliament.tas.gov.au/history/tasparl/robinsonm288.htm
"ROBINSON, Maxwell Keith",https://www.parliament.tas.gov.au/history/tasparl/robinsonm616.htm
"ROBINSON, William",https://www.parliament.tas.gov.au/history/tasparl/robinsonw457.htm
"ROBSON, Neil Maxwell",https://www.parliament.tas.gov.au/history/tasparl/robsonn611.htm
"ROCHER, Charles Alexander William",https://www.parliament.tas.gov.au/history/tasparl/rocherc106.htm
"ROCHER, Charles William",https://www.parliament.tas.gov.au/history/tasparl/rocherc120.htm
"ROCKLIFF, Jeremy Page",https://www.parliament.tas.gov.au/history/tasparl/rockliffj733.htm
"ROGERS, John Warrington",https://www.parliament.tas.gov.au/history/tasparl/rogersj32.htm
"ROOKE, Adolphus Frederick",https://www.parliament.tas.gov.au/history/tasparl/rookea31.htm
"ROOKE, Henry Isidore Joachim Raphael",https://www.parliament.tas.gov.au/history/tasparl/rookeh190.htm
"ROSE, Alexander",https://www.parliament.tas.gov.au/history/tasparl/rosea76.htm
"RUNDLE, Anthony Maxwell",https://www.parliament.tas.gov.au/history/tasparl/rundlea665.htm
"RUSSEN, Charles",https://www.parliament.tas.gov.au/history/tasparl/russenc296.htm
"RYAN, Daniel Edward",https://www.parliament.tas.gov.au/history/tasparl/ryand337.htm
"RYLAH, Joan",https://www.parliament.tas.gov.au/history/tasparl/rylah_J_HA_774.html
"SADLER, Robert James",https://www.parliament.tas.gov.au/history/tasparl/sadlerr263.htm
"SALIER, George",https://www.parliament.tas.gov.au/history/tasparl/salierg98.htm
"SALTER, Stephen Gordon",https://www.parliament.tas.gov.au/history/tasparl/salters639.htm
"SANDERS, Norman Karl",https://www.parliament.tas.gov.au/history/tasparl/sandersn631.htm
"SCHULZE, Peter Ross",https://www.parliament.tas.gov.au/history/tasparl/schulzep672.htm
"SCOTT, David",https://www.parliament.tas.gov.au/history/tasparl/scottd214.htm
"SCOTT, James Reid",https://www.parliament.tas.gov.au/history/tasparl/scottj89.htm
"SCOTT, James",https://www.parliament.tas.gov.au/history/tasparl/scottj117.htm
"SCOTT, John",https://www.parliament.tas.gov.au/history/tasparl/scottj99.htm
"SCOTT, Robert Steel",https://www.parliament.tas.gov.au/history/tasparl/scottr256.htm
"SEABROOK, Alfred Charles",https://www.parliament.tas.gov.au/history/tasparl/seabrooka412.htm
"SHARLAND, John Frederick",https://www.parliament.tas.gov.au/history/tasparl/sharlandj77.htm
"SHARLAND, William Stanley",https://www.parliament.tas.gov.au/history/tasparl/sharlandw68.htm
"SHAW, Edward Carr",https://www.parliament.tas.gov.au/history/tasparl/shawe.htm
"SHAW, Frederick",https://www.parliament.tas.gov.au/history/tasparl/shawf248.htm
"SHAW, George Arthur",https://www.parliament.tas.gov.au/history/tasparl/shawg569.htm
"SHAW, Victor James",https://www.parliament.tas.gov.au/history/tasparl/shawv391.htm
"SHELTON, Mark David",https://www.parliament.tas.gov.au/history/tasparl/shelton759.htm
"SHEPPARD, John Charles",https://www.parliament.tas.gov.au/history/tasparl/sheppardj695.htm
"SHERIDAN, William",https://www.parliament.tas.gov.au/history/tasparl/sheridanw316.htm
"SHERRY, Raymond Henry",https://www.parliament.tas.gov.au/history/tasparl/sherryr619.htm
"SHERWIN, Isaac",https://www.parliament.tas.gov.au/history/tasparl/sherwini56.htm
"SHIELDS, George",https://www.parliament.tas.gov.au/history/tasparl/shieldsg386.htm
"SHIELDS, Tasman",https://www.parliament.tas.gov.au/history/tasparl/shieldst338.htm
"SHIPP, Raymond William",https://www.parliament.tas.gov.au/history/tasparl/shippr573.htm
"SHOOBRIDGE, Ebenezer",https://www.parliament.tas.gov.au/history/tasparl/shoobridgee191.htm
"SHOOBRIDGE, Louis Manton (MLC 1921-37)",https://www.parliament.tas.gov.au/history/tasparl/shoobridgel371.htm
"SHOOBRIDGE, Louis Manton (MLC 1968-71)",https://www.parliament.tas.gov.au/history/tasparl/shoobridgel571.htm
"SHOOBRIDGE, Rupert Oakley",https://www.parliament.tas.gov.au/history/tasparl/shoobridger440.htm
"SHOOBRIDGE, Vincent William",https://www.parliament.tas.gov.au/history/tasparl/shoobridgev445.htm
"SHOOBRIDGE, William Ebenezer",https://www.parliament.tas.gov.au/history/tasparl/shoobridgew344.htm
"SHOREY, Samuel",https://www.parliament.tas.gov.au/history/tasparl/shoreys152.htm
"SIBLEY, William",https://www.parliament.tas.gov.au/history/tasparl/sibleyw88.htm
"SIEJKA, Joanna Claire",https://www.parliament.tas.gov.au/history/tasparl/siejka784.htm
"SIDEBOTTOM, William",https://www.parliament.tas.gov.au/history/tasparl/sidebottomw197.htm
"SINGH, Lisa",https://www.parliament.tas.gov.au/history/tasparl/singhl743.htm
,https://www.parliament.tas.gov.au/history/tasparl/sleighw.htm
"SLEIGH, William Campbell",https://www.parliament.tas.gov.au/history/tasparl/sleighw.htm
"SMART, Thomas Christie",https://www.parliament.tas.gov.au/history/tasparl/smartt182.htm
"SMITH, Francis",https://www.parliament.tas.gov.au/history/tasparl/smithf34.htm
"SMITH, James William Norton",https://www.parliament.tas.gov.au/history/tasparl/smithj196.htm
"SMITH, James",https://www.parliament.tas.gov.au/history/tasparl/smithj212.htm
"SMITH, Matthew John",https://www.parliament.tas.gov.au/history/tasparl/smithmj716.htm
"SMITH, Michael Adye",https://www.parliament.tas.gov.au/history/tasparl/smithm466.htm
"SMITH, Philip Thomas",https://www.parliament.tas.gov.au/history/tasparl/smithp35.htm
"SMITH, Ronald Whitefoord",https://www.parliament.tas.gov.au/history/tasparl/smithr253.htm
"SMITH, Silvia Joy",https://www.parliament.tas.gov.au/history/tasparl/smiths708.htm
"SMITH, Susan Lynette",https://www.parliament.tas.gov.au/history/tasparl/smithsl709.htm
"SMITH, Vincent John",https://www.parliament.tas.gov.au/history/tasparl/smithv640.htm
"SNOWDEN, Robert Eccles",https://www.parliament.tas.gov.au/history/tasparl/snowdenr354.htm
"SOLOMON, Albert Edgar",https://www.parliament.tas.gov.au/history/tasparl/solomona317.htm
"SOLOMON, Joseph",https://www.parliament.tas.gov.au/history/tasparl/solomonj179.htm
"SOUNDY, John",https://www.parliament.tas.gov.au/history/tasparl/soundyj395.htm
"SPURR, Lancelot Thomas",https://www.parliament.tas.gov.au/history/tasparl/spurrl452.htm
"SQUIBB, Geoffrey Bruce",https://www.parliament.tas.gov.au/history/tasparl/squibbg684.htm
"ST HILL, Windle Hill",https://www.parliament.tas.gov.au/history/tasparl/sthillw213.htm
"STANDEN, Alison",https://www.parliament.tas.gov.au/history/tasparl/standen786.htm
"STEER, John Leslie",https://www.parliament.tas.gov.au/history/tasparl/steerj509.htm
"STEWART, Charles Lennox",https://www.parliament.tas.gov.au/history/tasparl/stewartc286.htm
"STIEGLITZ, Francis Walter von",https://www.parliament.tas.gov.au/history/tasparl/stieglitzw54.htm
"STIEGLITZ, Frederick Lewis von",https://www.parliament.tas.gov.au/history/tasparl/stieglitzf33.htm
"STIEGLITZ, John Charles von",https://www.parliament.tas.gov.au/history/tasparl/stieglitzj231.htm
"STOKELL, George",https://www.parliament.tas.gov.au/history/tasparl/stokellg194.htm
"STOPP, Eric John Chancellor",https://www.parliament.tas.gov.au/history/tasparl/stoppe647.htm
"STORRER, David",https://www.parliament.tas.gov.au/history/tasparl/storrerd277.htm
"STREET, Nicholas Adam",https://www.parliament.tas.gov.au/history/tasparl/streetn780.htm
"STRUTT, Horace William",https://www.parliament.tas.gov.au/history/tasparl/strutth490.htm
"STRUTT, William Henry",https://www.parliament.tas.gov.au/history/tasparl/struttw441.htm
"STURGES, Graeme Lindsay",https://www.parliament.tas.gov.au/history/tasparl/sturgesg732.htm
"SUTTON, Edmund Henry",https://www.parliament.tas.gov.au/history/tasparl/suttonh215.htm
"SUTTON, Samuel John",https://www.parliament.tas.gov.au/history/tasparl/suttons230.htm
"SWAN, Denise Elizabeth",https://www.parliament.tas.gov.au/history/tasparl/swand699.htm
"SWAN, John",https://www.parliament.tas.gov.au/history/tasparl/swanj82.htm
"SYNNOTT, Frederick",https://www.parliament.tas.gov.au/history/tasparl/synnotf67.htm
"TATTERSALL, Arthur William",https://www.parliament.tas.gov.au/history/tasparl/tattersall494.htm
"TAYLOR, Adriana Johanna",https://www.parliament.tas.gov.au/history/tasparl/taylor_a_762.htm
,https://www.parliament.tas.gov.au/history/tasparl/tattersall494.htm
"TAYLOR, William Percy",https://www.parliament.tas.gov.au/history/tasparl/taylor446.htm
,https://www.parliament.tas.gov.au/history/tasparl/tattersall494.htm
"THE DUKE OF AVRAM, John Charlton",https://www.parliament.tas.gov.au/history/tasparl/avram676.htm
"THOMAS, Thomas William",https://www.parliament.tas.gov.au/history/tasparl/thomas145.htm
"THOMSON, Henry Mangles Denham",https://www.parliament.tas.gov.au/history/tasparl/thomson392.htm
"THOMSON, John",https://www.parliament.tas.gov.au/history/tasparl/thomson146.htm
"THORP, Lin Estelle",https://www.parliament.tas.gov.au/history/tasparl/thorp719.htm
"TOWNLEY, Reginald Colin",https://www.parliament.tas.gov.au/history/tasparl/townley491.htm
"TUCKER, John",https://www.parliament.tas.gov.au/history/tasparl/tucker793.htm
"TULLOCH, Samuel",https://www.parliament.tas.gov.au/history/tasparl/tulloch170.htm
"TURNBULL, Reginald John David",https://www.parliament.tas.gov.au/history/tasparl/turnbull492.htm
"TURNER, Ernest William",https://www.parliament.tas.gov.au/history/tasparl/turner417.htm
"TYLER, Arthur James",https://www.parliament.tas.gov.au/history/tasparl/tyler465.htm
"URQUHART, Donald Campbell",https://www.parliament.tas.gov.au/history/tasparl/urquhart241.htm
"VALENTINE, Francis David",https://www.parliament.tas.gov.au/history/tasparl/valentine326.htm
"VALENTINE, Robert Henry Francis",https://www.parliament.tas.gov.au/history/tasparl/valentine766.htm
"VENN, Kathleen Joan",https://www.parliament.tas.gov.au/history/tasparl/venn605.htm
"von STIEGLITZ, Francis Walter",https://www.parliament.tas.gov.au/history/tasparl/stieglitzw54.htm
"von STIEGLITZ, Frederick Lewis",https://www.parliament.tas.gov.au/history/tasparl/stieglitzf33.htm
"von STIEGLITZ, John Charles",https://www.parliament.tas.gov.au/history/tasparl/stieglitzj231.htm
"WALDUCK, Thomas Henry",https://www.parliament.tas.gov.au/history/tasparl/walduck249.htm
"WALKER, John",https://www.parliament.tas.gov.au/history/tasparl/walker37.htm
"WALKER, Peter Benson",https://www.parliament.tas.gov.au/history/tasparl/walker641.htm
"WALKER, Robert",https://www.parliament.tas.gov.au/history/tasparl/walker78.htm
"WARD, Sydney Victor",https://www.parliament.tas.gov.au/history/tasparl/ward528.htm
"WARDLAW, Alan Lindsay",https://www.parliament.tas.gov.au/history/tasparl/wardlaw357.htm
"WATCHORN, John",https://www.parliament.tas.gov.au/history/tasparl/watchorn183.htm
"WATKINS, Benjamin",https://www.parliament.tas.gov.au/history/tasparl/watkins304.htm
"WEBB, Meg",https://www.parliament.tas.gov.au/history/tasparl/webb794.htm
"WEDD, William George",https://www.parliament.tas.gov.au/history/tasparl/wedd468.htm
"WEDGE, John Helder",https://www.parliament.tas.gov.au/history/tasparl/wedge38.htm
"WEEDON, Charles James",https://www.parliament.tas.gov.au/history/tasparl/weedon90.htm
"WELDON, Michael William",https://www.parliament.tas.gov.au/history/tasparl/weldon628.htm
"WELSH, Alan Henry",https://www.parliament.tas.gov.au/history/tasparl/welsh469.htm
"WEST, Ernest Newton",https://www.parliament.tas.gov.au/history/tasparl/west453.htm
,https://www.parliament.tas.gov.au/history/tasparl/welsh469.htm
"WESTON, Edward",https://www.parliament.tas.gov.au/history/tasparl/weston158.htm
"WESTON, William Pritchard",https://www.parliament.tas.gov.au/history/tasparl/weston36.htm
"WHITE, Alfred John",https://www.parliament.tas.gov.au/history/tasparl/white454.htm
"WHITE, John Charles",https://www.parliament.tas.gov.au/history/tasparl/white666.htm
"WHITE, Rebecca Peta",https://www.parliament.tas.gov.au/history/tasparl/white760.htm
"WHITEHEAD, John",https://www.parliament.tas.gov.au/history/tasparl/whitehead129.htm
"WHITELEY, Brett David",https://www.parliament.tas.gov.au/history/tasparl/whiteley734.htm
"WHITELEY, Brett David",https://www.parliament.tas.gov.au/history/tasparl/whiteley734.htm
"WHITSITT, Joshua Thomas Hoskins",https://www.parliament.tas.gov.au/history/tasparl/whitsitt318.htm
"WHYTE, James",https://www.parliament.tas.gov.au/history/tasparl/whyte39.htm
"WIGHTMAN, Brian Neal",https://www.parliament.tas.gov.au/history/tasparl/wightman761.htm
"WILKINSON, James Scott",https://www.parliament.tas.gov.au/history/tasparl/wilkinson698.htm
"WILLEY, Mary Lindsay Caroline",https://www.parliament.tas.gov.au/history/tasparl/willey629.htm
"WILLIAMS, William Micah",https://www.parliament.tas.gov.au/history/tasparl/williams345.htm
"WILLIE, Joshua Barton",https://www.parliament.tas.gov.au/history/tasparl/willie781.htm
"WILSON, George",https://www.parliament.tas.gov.au/history/tasparl/wilson153.htm
"WILSON, James Milne",https://www.parliament.tas.gov.au/history/tasparl/wilsonj.htm
"WILSON, Stephen John",https://www.parliament.tas.gov.au/history/tasparl/wilson636.htm
"WING, Donald George",https://www.parliament.tas.gov.au/history/tasparl/wing644.htm
"WOOD, John Dennistoun",https://www.parliament.tas.gov.au/history/tasparl/wood279.htm
"WOODRUFF, Rosalie",https://www.parliament.tas.gov.au/history/tasparl/WoodruffR779.htm
"WOODS, Walter Alan",https://www.parliament.tas.gov.au/history/tasparl/woods299.htm
"WOOLLNOUGH, Joseph Boss Williams",https://www.parliament.tas.gov.au/history/tasparl/woollnough236.htm
"WORSLEY, Rowland Leonard",https://www.parliament.tas.gov.au/history/tasparl/worsley462.htm
"WRIEDT, Kenneth Shaw",https://www.parliament.tas.gov.au/history/tasparl/wriedt642.htm
"WRIEDT, Paula Catherine",https://www.parliament.tas.gov.au/history/tasparl/wriedt706.htm
"WRIGHT, John Forsyth",https://www.parliament.tas.gov.au/history/tasparl/wright447.htm
"WRIGHT, Reginald Charles",https://www.parliament.tas.gov.au/history/tasparl/wright493.htm
"YOUL, Alfred",https://www.parliament.tas.gov.au/history/tasparl/youl303.htm
"YOUNG, Aretas William Overton",https://www.parliament.tas.gov.au/history/tasparl/young542.htm
"YOUNG, Arthur",https://www.parliament.tas.gov.au/history/tasparl/young216.htm
"YOUNG, Russell",https://www.parliament.tas.gov.au/history/tasparl/young159.htm
"YOUNG, William Thomson",https://www.parliament.tas.gov.au/history/tasparl/young586.htm
